id,prediction
145,9542839.956534442
146,5267319.798224068
147,7539112.562052677
148,15209575.937682794
149,7726387.066124305
150,18899709.030440614
151,5164773.187498203
152,4231951.349650673
153,21053073.1186357
154,6318612.853067519
155,36927368.7469857
156,6392926.672887744
157,5005117.346395736
158,4644576.989265121
159,7625644.186232642
160,3433957.9058071114
161,4038390.292699119
162,12709228.625745254
163,5095412.647527576
164,5250001.579557075
165,4469322.913224298
166,9724029.714448638
167,6878849.176098093
168,8913813.653665125
169,7961698.275183678
170,6207288.964373582
171,6218655.598409253
172,6309372.217167332
173,5746235.237178579
174,7592045.739620591
175,3229011.8486199984
176,9069992.888285842
177,6187466.757472051
178,6176649.052765184
179,16396263.711437717
180,7465155.284692841
181,5993979.176433806
182,7082767.781065298
183,5353738.766248674
184,5610935.526003229
185,6200878.565142414
186,5510838.10704474
187,33783227.46288326
188,6241046.986459687
189,6230982.016542514
190,5172769.769459421
191,4892653.638632582
192,21115640.86935177
193,23290227.994504895
194,2865250.2172405897
195,8804841.242607696
196,5864752.292108353
197,5576392.411610046
198,6617199.600901183
199,4902117.927682839
200,4502869.550499335
201,5351366.03664589
202,35876686.37980829
203,7760805.910321567
204,8840022.540348731
205,7274191.648395181
206,12086444.723932665
207,4958800.771593662
208,5712407.947254208
209,31239307.30613916
210,10305645.675503192
211,6035847.666273038
212,3261203.2146925153
213,6188437.341377537
214,8772692.907754814
215,7581181.635106789
216,4511357.996154985
217,5548096.847918491
218,5052234.183595789
219,3977214.2689671344
220,3482654.196871754
221,5786469.788830612
222,6858299.800214548
223,4967970.121426802
224,4438589.878661527
225,14142465.330952764
226,6178774.9158287905
227,7108181.094990086
228,4842087.4600353725
229,5902327.039599757
230,9295302.573088178
231,7178172.50224269
232,6212453.277494679
233,5280277.116168185
234,4054797.752092657
235,7621292.44502573
236,4490436.943916846
237,4874303.902941206
238,5860846.781443147
239,12498472.180049095
240,6847589.077569756
241,6548181.908124653
242,5962508.094056565
243,6601981.725035128
244,5305899.039751814
245,7066796.515345169
246,5023424.108517927
247,6078420.893886897
248,8000170.590971497
249,3916481.1293484615
250,3353664.0448323125
251,6574831.143140732
252,5337594.259350764
253,4272143.637050831
254,13724781.33299115
255,5531299.824338425
256,5258126.64931869
257,12853123.211056085
258,4613562.964020809
259,5055458.732519922
260,6061233.05613838
261,2452682.884771663
262,3928415.2095019817
263,11964736.399525603
264,5975789.2925547315
265,5881794.7949951505
266,13396589.429410791
267,5957274.611876017
268,7050711.5349766165
269,4510793.61930392
270,12217858.840289468
271,20506572.996005457
272,3942559.013676795
273,3261203.2146925153
274,4904354.801398904
275,4974435.030629033
276,6444548.293612027
277,3689265.6947513376
278,9800315.644951595
279,5398271.838871283
280,8096609.994406082
281,12316494.856389744
282,5275264.90979262
283,4035861.836937786
284,5528268.164718422
285,4739872.983073735
286,5205195.33383545
287,11446801.14160806
288,5494859.162180074
289,21356016.006956156
290,9429853.560394432
291,5853308.971212507
292,7136505.596762694
293,3857532.131380695
294,4492823.290495774
295,4059665.4664299516
296,5631324.512064074
297,2571952.395085952
298,20266978.893565927
299,17026465.12264974
300,2954619.299903445
301,6092923.52990404
302,6088778.4617403075
303,2421138.0948736332
304,4564774.558726038
305,9030991.378230423
306,5941664.72063304
307,8407993.430264022
308,8213274.769478749
309,14518724.083779791
310,6429988.61674339
311,6079818.8462924445
312,4964375.564430666
313,5967477.930272985
314,7439335.958143524
315,5515057.342331467
316,7621861.658578773
317,16532808.259679513
318,8025735.688391014
319,6183591.282550646
320,5757533.656738632
321,5127503.836755022
322,5759953.381603601
323,14894872.327252192
324,5601428.46122083
325,6365643.392888121
326,5078454.37916612
327,6664842.949680029
328,6146261.057139915
329,4489993.615290633
330,5964561.4355773395
331,6201347.635804178
332,11624991.36208119
333,8928712.823034262
334,5158881.708460793
335,6003995.662903016
336,7725701.974754291
337,4663634.297143501
338,16943340.918817632
339,5827332.073284649
340,4123267.760902765
341,4789243.339011006
342,5699190.124260512
343,3682182.4315873836
344,7338990.618804655
345,6096472.858905735
346,5296388.312865978
347,5293989.684997539
348,16888822.06407192
349,5111474.820860871
350,15489104.23197066
351,7447698.972264136
352,4426282.996533491
353,6980939.391734179
354,13518852.231913347
355,8122890.717479581
356,4803196.29041784
357,6223769.770068024
358,4053184.702055532
359,6438651.062868719
360,4662247.4430594845
361,6041936.691824779
362,7432724.698335746
363,4499443.229700191
364,19485499.460883137
365,29442580.26750903
366,6939338.432200958
367,6079976.075232601
368,19991543.64702797
369,18325208.15317059
370,5679902.161802897
371,15655278.814244078
372,4415797.1813522065
373,8743988.17265783
374,6865184.078616669
375,6275534.779507442
376,4025935.4079137216
377,5716136.895081279
378,6701993.846177194
379,5049054.578999511
380,7111906.835777675
381,6360032.103383685
382,4469716.532551062
383,4691318.971488021
384,5617356.059620662
385,4133985.9788932656
386,4375641.478159323
387,5576307.025149919
388,2603391.587131842
389,10273807.09284482
390,7246789.179997238
391,3349186.8037282457
392,5401530.687593925
393,4184222.298608862
394,3709648.9799517184
395,5577250.911001577
396,10841969.139099125
397,11045446.796726815
398,11748695.163091598
399,7583337.259087254
400,7201882.566780699
401,3895362.5353803425
402,6608528.890472422
403,21648348.0868089
404,5039836.9406689005
405,4962376.410318509
406,7036300.20489289
407,4546356.10592768
408,8385954.567398009
409,5318721.566419373
410,4273560.087086429
411,4695916.163266993
412,4132270.874866999
413,5613984.025441232
414,6044868.841807419
415,7462138.47169281
416,8031942.809767811
417,8156988.043771801
418,4538954.300958695
419,5184177.899757474
420,5426096.176467046
421,13168839.267850403
422,9166519.744937485
423,5098157.188788011
424,8777630.30673132
425,2423815.7477123723
426,5784150.991857605
427,5441064.766765097
428,5290396.340999724
429,3351786.171128151
430,6564205.221219673
431,8065402.7551273415
432,5849576.137791369
433,5508726.796533162
434,7438607.946077175
435,6218382.632325904
436,5844675.932530434
437,4940882.22741965
438,3959068.992538131
439,6485913.03751189
440,5426541.745615388
441,17664776.060160674
442,6162823.312700568
443,9359763.459856264
444,5064814.571763549
445,5298947.495723882
446,5972297.460842046
447,7460408.738069835
448,4393447.347318397
449,13257627.434196943
450,6696614.44955687
451,4663116.484604528
452,8031942.809767811
453,5082718.525320531
454,8787159.27175193
455,6005467.031197949
456,5750349.247670927
457,12083279.320818897
458,11341218.260320604
459,5517462.416605347
460,6172833.759989447
461,12790142.17910738
462,3544682.555113506
463,5914550.356882065
464,6458847.019390558
465,7794129.745444151
466,11526921.810230616
467,17169044.045537647
468,5822396.926394011
469,3745617.187423028
470,4973243.57324853
471,5327672.247688904
472,5419264.005039499
473,5752116.41265991
474,4491340.426491104
475,11250039.398750138
476,6491502.117943497
477,5147288.744526777
478,8158499.05962216
479,8206243.413764822
480,6762987.65535211
481,9110468.28464472
482,6708817.595315596
483,5371105.536346577
484,2901724.084540057
485,15450162.320856048
486,22883913.73239517
487,8355023.593470572
488,5712706.97507095
489,5891336.705294722
490,10186447.60709859
491,6851626.051569264
492,14263239.780522516
493,7226122.281244842
494,4815536.864003031
495,5635720.8172956705
496,13472616.845120898
497,7852745.380131344
498,6953886.503216595
499,3760916.467565934
500,3738338.450091218
501,4979866.481087601
502,10241069.676639857
503,6159317.793682308
504,4984477.97992049
505,7165021.66203448
506,4176186.408994388
507,16687154.682773782
508,3871778.6004923778
509,15231084.821904695
510,15359724.676086476
511,6119362.141287965
512,5944387.532005292
513,20129073.595127918
514,4941130.464281659
515,10089970.847410167
516,8538306.116620265
517,5128049.395628028
518,4464319.729491394
519,7642725.544245097
520,4969366.827555809
521,6292835.789348013
522,7314992.678100818
523,4807137.216860552
524,4923790.221099293
525,9493190.57130118
526,5923567.620158204
527,4410497.563036768
528,6621549.345108011
529,5671913.951130719
530,6149745.297733511
531,7423103.549940064
532,5979111.184848127
533,5401831.552625145
534,6510835.311108961
535,4913202.826739767
536,9271308.844795244
537,3624508.5685234806
538,8610657.833976377
539,4440798.510043717
540,7536687.3735434115
541,6302787.612630334
542,2192959.539617895
543,4525117.882022922
544,5531295.704104517
545,5330323.682290803
546,7910677.461421821
547,6512005.210900054
548,5464815.5557353785
549,5227622.799533789
550,6663782.477813969
551,4635338.733451946
552,10838120.18671705
553,6000998.034896517
554,3723090.4633759363
555,7652872.994020868
556,6193954.969639584
557,7981674.386634378
558,8105768.627969064
559,14406630.845114106
560,8562105.483320106
561,11917028.564834077
562,4963230.955264536
563,4220881.278499029
564,5505762.4587802375
565,6066965.886851064
566,17700293.646281898
567,5046815.1301242085
568,4823521.452779324
569,6674391.828771266
570,6195132.01275979
571,18348861.216739953
572,7747615.924289113
573,5865461.026410149
574,8995604.133728852
575,4441783.735622645
576,6083662.280719281
577,2959018.093672018
578,5841754.330240184
579,5082836.392274539
580,6083829.072375777
581,2487203.098344377
582,16317162.222552706
583,5597117.30234989
584,6327601.531792119
585,5347728.326774139
586,3667453.8992611575
587,4835866.89614953
588,9530745.32828484
589,6458763.054576427
590,6747809.208954251
591,12052101.06092692
592,3730671.1768738464
593,13887881.214099318
594,4274924.372442891
595,6992759.869788851
596,5168388.522929018
597,7200431.156471102
598,5644073.583578342
599,4030139.249425966
600,6004621.923837486
601,6085060.639047
602,14776453.739895502
603,10542765.911254117
604,6710461.306733253
605,8354191.236845791
606,4780273.431016542
607,5704814.326961623
608,15389488.397986336
609,15676644.3372065
610,7219324.580429537
611,4291938.564982069
612,3969053.3017461975
613,4004134.940331615
614,6917360.490459019
615,6032943.471580036
616,9934206.93631998
617,5441685.194639058
618,5181349.42934355
619,7937154.6453102585
620,7841636.912437709
621,5067455.457314875
622,5228587.061379744
623,5984027.313969764
624,4877069.927513014
625,5578549.032985236
626,5241610.402759124
627,7469605.842764031
628,5232116.680222673
629,5919122.262019649
630,5371105.536346577
631,12205810.83496794
632,43610086.01426692
633,5207853.967110842
634,6325837.27456846
635,4721972.778085089
636,12641015.369262815
637,7817791.264240658
638,5925546.732041664
639,9207812.780943701
640,4065883.9981761393
641,3221447.4449942177
642,5923567.620158204
643,4317322.718677576
644,5366720.241430231
645,9672379.903124189
646,15578451.81734487
647,4248775.747478143
648,6596951.2506451765
649,6612887.143912985
650,6535613.549810448
651,7322558.356230288
652,4472275.512418819
653,4919609.7253808435
654,6099097.468945599
655,4946358.682574128
656,8657610.941735767
657,8619714.347390093
658,4869774.986583135
659,5807919.496842955
660,7346454.592254048
661,16242430.940247396
662,7509285.639048188
663,5298728.09751037
664,4742319.912572113
665,5962468.614110463
666,4142255.109693674
667,9623070.05255429
668,5727484.951183256
669,12552635.187202182
670,4850239.214683648
671,8171531.898963936
672,16048378.802699601
673,15186003.647365615
674,3975696.6617681985
675,45462717.09314835
676,5484231.5689217085
677,6234795.011499894
678,7115533.791885045
679,9090630.999241818
680,6506697.342128295
681,1959478.7281338074
682,9902402.522941867
683,3124675.2266173386
684,8507950.66815972
685,6062112.0452797795
686,6638936.360880937
687,3605568.7815879215
688,4663116.484604528
689,5796158.761554866
690,5363344.493137591
691,7751797.681986097
692,5019071.005533
693,8874392.777711809
694,3460951.99888758
695,6048286.090788084
696,4482227.524186799
697,6311821.021117466
698,6145978.014773865
699,4846655.66101384
700,14386100.584305078
701,5749390.874688955
702,5371699.093831092
703,7200941.271593175
704,6876205.782490442
705,6512438.259378532
706,3853059.418386471
707,6204634.051942453
708,3197689.921970046
709,3878890.696733246
710,6823510.004368636
711,8307427.898092666
712,3326317.3446405386
713,15117313.471515492
714,4462674.48635962
715,5687470.680254219
716,5826472.273203256
717,7249238.522499155
718,2128851.681047146
719,13993345.041733626
720,8033855.636210387
721,3967409.6040371573
722,3924054.4529795963
723,3482510.938106282
724,3561499.241625335
725,26199265.749823153
726,5281525.845765276
727,6300675.829711614
728,3521384.9184731557
729,3345793.4250968723
730,4805602.205106897
731,3989937.757928897
732,5054425.752739067
733,7093576.188893038
734,4426492.531152868
735,5747978.740595424
736,8615058.19250585
737,25151940.437113814
738,4232575.672838737
739,8155339.767188026
740,5179306.002486556
741,5274599.858823204
742,4352315.256537576
743,6906151.822829578
744,5549766.376462487
745,5398803.262157373
746,3495947.909747422
747,7527350.256176027
748,13085795.991170881
749,6173471.99036243
750,7759354.850288966
751,12123328.122010944
752,4029450.8557051155
753,4931153.434146326
754,4144144.8990899473
755,4131062.3376455926
756,3234960.5276748296
757,7552080.546633418
758,7904183.657372354
759,5867408.998437488
760,6947133.493379479
761,8216521.370739788
762,6855367.432175999
763,9359448.370442038
764,4473118.979568548
765,14715786.99486048
766,5530982.079989027
767,8092516.840474515
768,20584241.301228832
769,6352546.616191654
770,5771953.207838629
771,5593752.678853148
772,7419855.86409291
773,9693654.830453634
774,5829187.680294092
775,9790990.62225018
776,18048138.735689316
777,4507762.5857478995
778,3547285.5184898064
779,2176801.254432755
780,29112771.008966208
781,5898908.389328955
782,7700342.046625069
783,9340491.47983439
784,22061641.319544412
785,5957137.330320847
786,5529816.216551443
787,5196430.165892893
788,9276966.029868105
789,6360145.731368832
790,4850682.75246285
791,5869247.582718993
792,6057815.008151832
793,5802735.805104976
794,5445591.78460812
795,11741753.93714228
796,15603724.726825086
797,5725317.1669814745
798,4629109.633160445
799,6340884.112184535
800,14285186.622801006
801,5750349.247670927
802,5996263.163402697
803,9302894.279114695
804,7808394.617680382
805,6392131.647585328
806,6628466.530300939
807,5074630.506430493
808,6143994.286162503
809,6550411.418634554
810,8394635.153839428
811,6448547.168490873
812,6580503.972715287
813,10363566.864270525
814,8692027.112864783
815,5436072.554675708
816,5758668.703671735
817,13208548.891045751
818,5087358.663626801
819,5512859.932545005
820,4925961.6628110055
821,6163066.050034844
822,6300869.4737664675
823,6301905.079659519
824,7073575.514349799
825,5511882.758655968
826,6654920.296053727
827,15738144.496311873
828,7562796.6833951175
829,12987454.032437779
830,4740647.272484354
831,11501825.640145611
832,5678207.678457513
833,12762289.693080982
834,4911433.041685324
835,9302016.627089895
836,6725830.80810377
837,9193927.342140172
838,7758573.836111309
839,5122496.147704215
840,5298518.39533467
841,12501999.126387166
842,4560416.959390529
843,8302301.932515341
844,4874641.146916802
845,5834059.68386833
846,3329936.053845787
847,6857870.8054185575
848,7808043.257055766
849,10605082.747844974
850,6153075.647952673
851,5955261.547700239
852,6470879.076705424
853,20161771.353213377
854,13097363.32963173
855,2900879.623893024
856,9428376.534887074
857,6101745.207488702
858,7552401.878054384
859,6113193.523046809
860,4521118.854187329
861,21465928.48310139
862,15281719.000864137
863,3563606.558675962
864,3501228.6069369675
865,6012735.209113992
866,8767653.121394547
867,6042581.161436014
868,8386466.996084277
869,19032047.97443557
870,5458106.648289981
871,3704137.9722353956
872,5685616.245477542
873,10829441.46573591
874,9267604.453574194
875,3949755.4368326706
876,4439676.645637717
877,4501411.752150011
878,5441203.317075097
879,3704049.4026104966
880,6421069.141925943
881,14049929.073937703
882,4567116.326422242
883,7314755.6648520045
884,2389218.198382654
885,4138745.160771732
886,6265208.501688506
887,3798091.0083976416
888,10849786.579341864
889,20684397.93620272
890,13938421.070125308
891,5967867.951147412
892,12025921.11271936
893,7121693.3711403
894,6147116.949668269
895,4093032.422928213
896,21992864.474775452
897,6804442.006792728
898,6585676.488928368
899,10637077.245431595
900,4327216.729822678
901,8191999.521697092
902,14958111.964833096
903,5161786.006446317
904,8672134.746326694
905,4223461.585655095
906,4865849.821286215
907,5707121.935113473
908,9759609.23976902
909,7100511.9412238905
910,4212652.487950686
911,5776526.231547879
912,2634256.6171972817
913,12498663.286743965
914,3529953.8668828183
915,4815178.803892286
916,7766042.516286206
917,2914988.665665094
918,9183754.302977761
919,2469050.611621554
920,4313999.547040525
921,5148488.247898627
922,5290013.023953263
923,9220826.913281549
924,11303915.185299
925,5396602.134579906
926,5905346.073976863
927,11846839.023950702
928,3491863.035501046
929,5696488.099376998
930,20024824.74318499
931,2962577.9298358634
932,6627998.315546772
933,7452632.235318399
934,16241709.367653832
935,5178737.650571129
936,8008342.383257697
937,4877392.117154479
938,9969960.41615521
939,9097315.793727
940,6939671.31355959
941,8502003.73847185
942,7198783.274891524
943,6513906.407732075
944,5045043.885585158
945,8073365.398590098
946,4905124.396367947
947,5016751.113003694
948,2640705.3601377206
949,6101481.4260462355
950,19681847.230797276
951,5698734.154809226
952,5404286.612266351
953,11728468.366895214
954,8506865.764753226
955,15746552.204716085
956,8372445.797792819
957,5914778.905254874
958,11531220.280112028
959,7505169.244076867
960,13290856.734498568
961,6659415.907178515
962,5115940.530080133
963,5682960.6860288875
964,5203680.186329999
965,3713877.6511863344
966,25872644.582654424
967,5641537.136416712
968,3336303.917884619
969,6959502.142406152
970,15498924.657550244
971,15906922.217547689
972,5297648.073048133
973,6980146.33499732
974,5848970.994785851
975,8742086.761810834
976,8440689.586603655
977,4428976.886173512
978,6186565.043177441
979,7847787.369491929
980,8191371.220038296
981,5863225.399142448
982,6077278.1237748265
983,11593331.422108011
984,9832150.329477513
985,5583762.410167644
986,5332097.880632431
987,3065704.603855452
988,6431187.440758761
989,5047082.180261221
990,6188103.130695149
991,4475698.052573842
992,14221379.406807654
993,5331436.338518066
994,6078853.7469658125
995,6041636.754488909
996,6525098.121552771
997,10562107.138384104
998,4768704.339588056
999,9083225.933372092
1000,3726567.4290415538
1001,5874107.388709715
1002,12391741.621502232
1003,15260065.354367312
1004,8410541.032626122
1005,5984126.304479683
1006,3871218.8783841813
1007,7691921.844688024
1008,8552860.563149672
1009,4497318.732014257
1010,6251440.417183864
1011,5684446.035411954
1012,8725116.768598072
1013,7543100.78369947
1014,7924771.34423112
1015,13497413.731578711
1016,7510405.265224176
1017,4880757.311886073
1018,3723090.4633759363
1019,6553940.308967093
1020,10609077.633368578
1021,10780980.65371033
1022,8240704.426004476
1023,21141424.867938574
1024,5320609.221047606
1025,6970288.187195144
1026,16055186.858804148
1027,3902914.097983132
1028,4371998.479781421
1029,9204953.596207758
1030,9172967.13752178
1031,6337730.423327713
1032,15213735.529506363
1033,17745424.134433847
1034,14290981.146600435
1035,4400491.208485671
1036,6311800.950713415
1037,18314742.777247537
1038,7003296.974283562
1039,2456227.6792110763
1040,8786031.191841023
1041,8916705.935043579
1042,6922407.099192946
1043,4762307.581622901
1044,7071008.997343685
1045,19249781.70544827
1046,9000891.078538753
1047,4580973.6014987035
1048,5535004.623348483
1049,4962764.846135476
1050,10745244.200167432
1051,5585276.612916254
1052,3063219.1592028076
1053,32050578.610109374
1054,3738888.7970204107
1055,6536009.948960053
1056,3915982.05915647
1057,5796890.983257509
1058,5263376.187504551
1059,5047364.727477892
1060,4224680.342120441
1061,5621884.186186976
1062,5202781.2704038685
1063,3487261.8123917426
1064,6056271.27937788
1065,11392908.9205482
1066,7529870.090112438
1067,5850981.625802938
1068,15006262.513766997
1069,4713067.921654213
1070,5467683.081423801
1071,5887322.013042692
1072,12989017.74039604
1073,20126507.756527256
1074,4400491.208485671
1075,4677669.265973904
1076,8595772.860919878
1077,6057261.175660445
1078,4081245.1679214565
1079,5553718.462066903
1080,9488510.366936974
1081,6123645.215899232
1082,5299080.947135637
1083,8264682.139542832
1084,26763020.307227947
1085,6069099.243902435
1086,3422770.0172949918
1087,4050557.687946526
1088,34176704.944878474
1089,22739535.460137706
1090,13795101.92854957
1091,4101425.7511707973
1092,8991408.201719377
1093,3905431.2191435453
1094,5664039.581808178
1095,3388449.210947714
1096,7256989.3488590345
1097,8054237.941490286
1098,8661583.505392171
1099,2821580.8125943085
1100,7628024.28194734
1101,5904899.022615695
1102,6571830.245660583
1103,6645706.70241521
1104,31485664.350344043
1105,4809322.5311958585
1106,3045069.0618942585
1107,6857108.796860698
1108,4671735.643443435
1109,4766516.0745723415
1110,4623821.329286722
1111,7856666.137632646
1112,5069746.050237968
1113,7688758.220388226
1114,5202781.2704038685
1115,9725017.652187794
1116,22070355.66999575
1117,7289433.717940946
1118,5880912.563469306
1119,7614502.928653076
1120,5677452.880833365
1121,10506774.80337325
1122,6122856.915653743
1123,7402228.67475959
1124,4809322.5311958585
1125,6078504.5165416105
1126,6284889.369639021
1127,7649176.06100945
1128,7568977.6803459525
1129,7962124.366912029
1130,6504124.756541433
1131,7439005.666886415
1132,44636918.32660571
1133,31650911.916272923
1134,25900734.693669483
1135,3916481.1293484615
1136,3159227.796724265
1137,5393726.728909634
1138,11756217.788228003
1139,7936781.213791877
1140,7274986.985660398
1141,4789828.555789564
1142,8085831.909326075
1143,5665032.5518495105
1144,4361617.233305952
1145,3352105.459290331
1146,5826831.858494238
1147,4668018.859994144
1148,6621933.362322861
1149,13713922.07326538
1150,4750587.612674477
1151,3658249.448636715
1152,5970999.486314554
1153,7933405.580544277
1154,5372252.219319979
1155,7268871.450930132
1156,5716599.944693193
1157,6629369.127740909
1158,5588096.445779635
1159,5798505.191126408
1160,16422275.504914409
1161,13095510.96980552
1162,4671821.740056738
1163,5750656.889228148
1164,6842396.597359699
1165,7483208.130665214
1166,6779898.997720513
1167,4379691.204472384
1168,4982183.60069223
1169,7371000.566411429
1170,35328486.60775885
1171,16738692.753961034
1172,10454554.084257556
1173,8564608.606710166
1174,6202444.964231371
1175,5920538.808882813
1176,3871218.8783841813
1177,9799985.945745332
1178,6380115.104551671
1179,6210860.923030245
1180,6412043.4277088335
1181,6362123.446143426
1182,14103830.322528211
1183,7686530.848621197
1184,2803287.8601361606
1185,5251501.73765615
1186,37790675.44918683
1187,5013878.82029118
1188,5514677.027824232
1189,5389302.235959768
1190,6194276.36060098
1191,4034464.2355111805
1192,14356408.640442308
1193,12251457.97345999
1194,7817100.49667151
1195,2711706.2140186387
1196,6265409.49152474
1197,4879740.018969311
1198,3574762.271562137
1199,4805602.205106897
1200,8773430.146280134
1201,5684446.035411954
1202,9338339.02835684
1203,4540231.881693474
1204,7856228.722965171
1205,4709458.684413522
1206,13965164.047284734
1207,5188756.789984369
1208,16132772.758164976
1209,6190539.008520766
1210,11469834.103113053
1211,9491230.11864792
1212,3898472.457743364
1213,23609630.955690403
1214,6177286.773597126
1215,4131868.866223889
1216,5631685.697596555
1217,4483458.7450962
1218,13650045.470799865
1219,6548910.1806385135
1220,5388293.97493195
1221,6102117.334877937
1222,12221739.472601688
1223,6902841.210809974
1224,6072810.504874814
1225,4680303.836422143
1226,8950410.939462129
1227,6769523.193056763
1228,5318052.989863232
1229,7873698.62932275
1230,6743354.463468931
1231,5437224.589780149
1232,17098117.200229473
1233,9673048.101463148
1234,5379113.10722248
1235,6523515.441268824
1236,7810676.510973109
1237,6379137.987307011
1238,5287311.901561205
1239,4281660.00072345
1240,5741141.423769507
1241,13486462.860183692
1242,13842313.186693333
1243,5821407.4384872895
1244,7429061.1626152
1245,6258151.306269386
1246,8837780.023458688
1247,6251178.83283727
1248,9582705.801785536
1249,6479358.793788279
1250,6588290.639815832
1251,8615215.401565252
1252,6314436.378537775
1253,3140729.3130967347
1254,10966320.966776881
1255,6370219.849508112
1256,4903370.350917483
1257,11643515.32760299
1258,11843608.398297738
1259,8094003.199867391
1260,5272024.231812612
1261,6005113.145970708
1262,3606457.491161088
1263,2357522.9787837034
1264,6116637.324459666
1265,6593637.798631306
1266,6234336.616041545
1267,22634285.593340527
1268,4440361.949960792
1269,4373457.642795806
1270,11685078.931667613
1271,5759207.193364536
1272,8129839.5174889285
1273,7497724.7028154805
1274,3221642.040774373
1275,6619589.207853421
1276,7775991.064281982
1277,5985059.731322418
1278,5313123.07331744
1279,4986152.245304235
1280,22573294.461611256
1281,22778909.774317697
1282,13426355.695807882
1283,16940702.454825636
1284,6711200.3028621515
1285,3953121.1587687894
1286,6113478.574716893
1287,7156242.022550028
1288,3595586.150642045
1289,6134755.023030405
1290,11443481.773357008
1291,8461544.530229531
1292,5761743.5534336055
1293,13912859.201055977
1294,15863526.425985454
1295,4907145.255906027
1296,3982107.9480640497
1297,11607219.841357283
1298,5813057.714034758
1299,13211917.73656218
1300,16526995.007580718
1301,12188299.611109896
1302,8675729.011439824
1303,5016655.503504455
1304,6634111.004659242
1305,9904785.076348273
1306,5538698.623289442
1307,3617721.968048414
1308,12512590.23064721
1309,3302384.36168987
1310,9209455.772179807
1311,7589885.230550921
1312,5502533.86525866
1313,7698956.77259754
1314,4438568.834340974
1315,5530951.479806905
1316,9869843.656025602
1317,5478090.04437729
1318,6236096.204662579
1319,3888683.4305129545
1320,6506643.887422924
1321,24625897.627528194
1322,5557430.283667925
1323,8744779.737483256
1324,10269425.059911406
1325,2883202.311047105
1326,11962616.644224789
1327,5402737.814430995
1328,5076617.081632893
1329,3614706.6939801387
1330,30994128.511313256
1331,12980566.642298482
1332,9195907.835943809
1333,5125100.999219778
1334,7450640.513414248
1335,4825381.71435817
1336,4631939.077544551
1337,7068951.296735896
1338,8132763.49523133
1339,6326496.365138666
1340,5776706.529908563
1341,4814168.834107489
1342,4959472.509347828
1343,17951342.87357091
1344,2847085.815304087
1345,5599829.10516808
1346,4130548.5715077138
1347,5531516.735758284
1348,5563339.110737194
1349,4758237.880955278
